"model","instance_file","a","b","c","d","residuals"
"decayModelpasitive","ts0r0b/symmetric/att48","3.24597603348189","-4.17867896123447","-0.234163076862121","-1.26474421820603","1e+06"
"decayModelpasitive","ts0r0b/symmetric/bayg29","1.27321687008057","-1.30210403794465","-117.542292230114","-2.67857455809003","12.9434647199583"
"decayModelpasitive","ts0r0b/symmetric/bays29","1.26089797936437","-1.27723353505786","-238.577958206678","-3.08883165982783","15.672568000844"
"decayModelpasitive","ts0r0b/symmetric/berlin52","2.04995803883704","-2.93847785733227","-0.0220906651115184","-2.68479122663848","1e+06"
"decayModelpasitive","ts0r0b/symmetric/brazil58","2.47337428750193","-2.49860505979812","-554.570162216932","-2.65868979004402","50.7007746433003"
"decayModelpasitive","ts0r0b/symmetric/burma14","0.554022913443074","-0.5606269465077","-82.4103600146909","-4.05187128715319","4.66957943205871"
"decayModelpasitive","ts0r0b/symmetric/dantzig42","2.21647093677311","-2.27642519019601","-120.996742461443","-2.2969078403199","22.3247235791051"
"decayModelpasitive","ts0r0b/symmetric/eil51","2.03558187548489","-2.0698993693675","-159.611392072899","-2.24735022369672","18.6709433564733"
"decayModelpasitive","ts0r0b/symmetric/eil76","2.37026787183011","-4.02044609665427","-0.0312436747518946","-1.24895484768786","1e+06"
"decayModelpasitive","ts0r0b/symmetric/fri26","1.23942359058244","-1.26407890860986","-93.8370324431226","-2.65795376478436","11.6425804476641"
"decayModelpasitive","ts0r0b/symmetric/gr17","0.790438786477692","-0.793301640152397","-126.841628620832","-3.95062138833717","6.0555974472465"
"decayModelpasitive","ts0r0b/symmetric/gr21","1.03427029681321","-1.05159331883728","-517.370290579638","-3.93025866124842","21.0540771581558"
"decayModelpasitive","ts0r0b/symmetric/gr24","1.42050765217843","-1.73349056603774","-0.0913632695979857","-0.439126958372071","1e+06"
"decayModelpasitive","ts0r0b/symmetric/gr48","2.30039287686131","-3.4756242568371","-0.140004179657132","-2.53856458468363","1e+06"
"decayModelpasitive","ts0r0b/symmetric/gr96","5.40871322696385","-5.9035664474995","-0.157772651165382","-3.34830076666549","1e+06"
"decayModelpasitive","ts0r0b/symmetric/hk48","2.12609969087601","-2.15428756333564","-165.253594187479","-2.30339367825964","26.0933343616707"
"decayModelpasitive","ts0r0b/symmetric/pr76","2.24234857681002","-4.48292791168557","-0.0373538148707138","-0.506827365607023","1e+06"
"decayModelpasitive","ts0r0b/symmetric/st70","3.95678857296461","-4.58666666666667","-0.0601537730590105","-3.67554621538147","1e+06"
"decayModelpasitive","ts0r0b/symmetric/swiss42","1.97821447542913","-2.01258523646408","-123.489709536241","-2.25370168488933","21.7502540774584"
