"model","instance_file","a","b","c","d","residuals"
"gompertzModelpositives","ts0r0b/symmetric/att48","0.00455743835811471","888.02278256584","-5.49717908281051","0.017627078986046","8.74936175026177"
"gompertzModelpositives","ts0r0b/symmetric/bayg29","0.00138463112012952","17.7614490512828","-2.21388860932923","0.0597889170151436","7.53757314941729"
"gompertzModelpositives","ts0r0b/symmetric/bays29","7.45122408823571e-05","18.3395568199242","-2.185842173611","0.0653376644149715","8.98327903511894"
"gompertzModelpositives","ts0r0b/symmetric/berlin52","-0.0283004085028356","393.812268031915","-4.92821321043988","0.0160779223999735","21.2385685068509"
"gompertzModelpositives","ts0r0b/symmetric/brazil58","-0.00596726068662669","11652.3306373544","-8.02673760752973","0.0106583485134068","12.908505783896"
"gompertzModelpositives","ts0r0b/symmetric/burma14","0.00254630346552751","3.11259460454126","-1.0045755207962","0.272246755037147","4.23586662570533"
"gompertzModelpositives","ts0r0b/symmetric/dantzig42","-0.00643767730444916","430.67831147861","-4.87935471842933","0.0212345956253704","8.51278580103881"
"gompertzModelpositives","ts0r0b/symmetric/eil51","0.0180178846577534","81.3026052763211","-3.35425497668255","0.02383791687252","6.76107125070209"
"gompertzModelpositives","ts0r0b/symmetric/eil76","0.023459776971735","967.621762055014","-5.61026273074923","0.0096626476893014","10.2488114772584"
"gompertzModelpositives","ts0r0b/symmetric/fri26","0.00475571396595619","16.2953394611197","-2.14746499918367","0.0659984733031775","6.72005253168401"
"gompertzModelpositives","ts0r0b/symmetric/gr17","0.0023196050451257","5.84554206616184","-1.35779469299885","0.182327952936554","4.50091295776604"
"gompertzModelpositives","ts0r0b/symmetric/gr21","-4.2884075636983e-05","2.55833564861077","-0.508515920225229","0.205021574648932","15.332957112501"
"gompertzModelpositives","ts0r0b/symmetric/gr24","0.0120610601831741","11.2481571716393","-1.81627876782014","0.0846099518851215","5.23337431599398"
"gompertzModelpositives","ts0r0b/symmetric/gr48","0.00415764094361335","77.7782453851145","-3.22452321810277","0.0249689393542386","11.1254217742793"
"gompertzModelpositives","ts0r0b/symmetric/gr96","-0.00315774469065256","41118.0277505836","-8.92232528721941","0.0050171871346645","18.9698429675216"
"gompertzModelpositives","ts0r0b/symmetric/hk48","-0.000654812926838325","2158.61493479408","-6.54042514140243","0.0140733370867229","10.0012403741076"
"gompertzModelpositives","ts0r0b/symmetric/pr76","-0.000152493857994584","1055.02139417775","-5.52733561451566","0.00946488034693857","22.1749667092424"
"gompertzModelpositives","ts0r0b/symmetric/st70","0.00964793806262842","973.624391065459","-5.39154614733605","0.0112517528180795","14.02520411742"
"gompertzModelpositives","ts0r0b/symmetric/swiss42","0.0266686480379925","40.6741499831401","-2.69717203538864","0.0322915722254147","10.9581513048125"
"gompertzModelpositives","ts0r0b/symmetric/ulysses16","0.000835625986944884","3.22795848480584","-1.15145397427129","0.222733526828024","4.05289761866672"
"gompertzModelpositives","ts0r0b/symmetric/ulysses22","0.000848927075213231","7.06274640346375","-1.6329897042572","0.113998096491374","6.26930238028251"
"gompertzModelpositives","ts0r0f/symmetric/att48","0.00640908407598153","5.13279934695477","-0.405189249456468","0.0143403641031702","249.722904728463"
"gompertzModelpositives","ts0r0f/symmetric/bayg29","0.0148254615846762","2.27298855133539","-0.240838522143289","0.036107194379571","88.0666396858622"
"gompertzModelpositives","ts0r0f/symmetric/bays29","0.0274481069957952","3.03400580399689","-0.480164794232611","0.034589811387371","232.705222971926"
"gompertzModelpositives","ts0r0f/symmetric/berlin52","0.0473681823848154","4.86576708404988","-0.540604847962267","0.0102725273372973","175.015932364116"
"gompertzModelpositives","ts0r0f/symmetric/brazil58","-0.00191349631617888","5.79189371495437","-0.453642192932295","0.00982004844888021","306.932247759863"
"gompertzModelpositives","ts0r0f/symmetric/burma14","0.0135115639708615","1.00986681559972","-0.15740250034219","0.201164410997211","80.3087733591527"
"gompertzModelpositives","ts0r0f/symmetric/dantzig42","0.0298609647441058","4.71662030990634","-0.40112258980166","0.0177803073308172","159.137020439627"
"gompertzModelpositives","ts0r0f/symmetric/eil51","0.059517274124191","4.88014146275138","-0.579868766721007","0.0128139490195679","223.593538954571"
"gompertzModelpositives","ts0r0f/symmetric/eil76","0.0413796540144151","5.43889230842096","-0.463921780752088","0.00793418669486881","214.705884588648"
