"x","y"
1,6.50322649836788
2,5.06144558536156
7,2.07858168151643
29,1.67813112404368
70,1.43972706178133
72,1.33975814742289
475,1.14346940228923
485,0.877667811226856
990,0.778681270168862
18112,0.568330533256556
37628,0.396307907146771
45637,0.177102946869904
70610,-0.00169378585398432
88123,-0.281124574999377
89409,-0.429820662361894
94895,-0.681249000198253
98252,-0.845645683932443
102430,-1.09845087292574
114919,-1.23595033852291
133027,-1.4331624809478
134568,-1.60589997403048
147398,-1.934145600797
156789,-2.29737925140142
157116,-2.83827296251428
158319,-3.01793276443845
171733,-3.4670810859007
529402,-3.61678073380056
529483,-4.07564284984994
538970,-4.52059536812606
823021,-5.15537438571443
834829,-5.28810128495192
1002937,-5.40135808379459
