"x","y"
1,1.87872302104533
5,1.75857671761084
14,1.3411054981761
97,1.14456323336309
134,0.99856630985825
146,0.79391365522876
196,0.593810617372041
272,0.277081845226493
512,0.182528955854601
869,-0.00353196039074539
3965,-0.230356167294152
5006,-0.400213168098095
7883,-0.670012164593065
8112,-0.829878082140764
8211,-1.28451207242699
8390,-1.4943108066035
8507,-1.60992385258905
8732,-2.10398317214293
8895,-2.22651516589238
9005,-2.49354590588382
9062,-2.69935836097136
9147,-2.8199095123855
9300,-3.20574492097444
9415,-3.41426498047713
9449,-3.68826789213445
9706,-3.8672829756755
9814,-4.09926289257823
9955,-4.39015219935335
9984,-4.44660834681877
10087,-4.71022038543602
10227,-4.84669783220213
10513,-5.16229363015096
10618,-5.34802976778084
10667,-5.66101623809107
10736,-6.00098891839495
10841,-6.20008303274592
10943,-6.50716379982827
11037,-6.6858141644402
11212,-7.02713077493051
11373,-7.40907610245642
11486,-7.65717476676096
11505,-7.97682608355338
11597,-8.03365207056702
