"x","y"
"1","3.7435715692065363"
"2","3.3797597952352825"
"3","3.035636936404804"
"4","2.747312463083284"
"5","2.4281945264815907"
"6","2.158653278204371"
"7","1.927032880488285"
"8","1.7064382752510336"
"9","1.5081315219531404"
"10","1.360307147076196"
"11","1.2136247292774167"
"12","1.0679661350659577"
"13","0.9522740696987596"
"14","0.8372120496160661"
"15","0.7478243748769442"
"16","0.6819452648159086"
"17","0.6197282929710572"
"18","0.5617641267966135"
"19","0.5121480606418586"
"20","0.4697775152589092"
"21","0.4337468005512896"
"22","0.3997637330183107"
"23","0.3670013782240598"
"24","0.3225044300059067"
"25","0.294467414845442"
"26","0.269974404410317"
"27","0.24709588501673557"
"28","0.2251624335499114"
"29","0.2038196495373105"
"30","0.18720220515849575"
"31","0.17192360700925377"
"32","0.15774758810789524"
"33","0.14412285883047843"
"34","0.13120693049812954"
"35","0.11829100216578066"
"36","0.10695018704469383"
"37","0.097893286079937"
"38","0.09064776530813151"
"39","0.08363851151801535"
"40","0.07737743650324867"
"41","0.06725733412088994"
"42","0.06194132703288049"
"43","0.051545579838550896"
"44","0.046347706241386094"
"45","0.04469383736956094"
"46","0.04347312463083284"
"47","0.0357156920653672"
"48","0.031935420358338254"
"49","0.03083284111045481"
"50","0.030163417995668438"
"51","0.027249458554833628"
"53","0.02705256940342587"
"63","0.024571766095688126"
"65","0.02437487694428037"
"137","0.020082693443591256"
"138","0.017444378814727306"
"139","0.007206142941523922"
"140","0.00610356369364048"
"141","0.005000984445757039"
"142","0.004607206142941524"
"143","0.004410316991533767"
"507","0.0015751132112620594"
"508","0.0011813349084465446"
"509","8.269344359125812E-4"
"510","0.0"
