"model","instance_file","a","b","c","d","residuals"
"gompertzModelpositive","ts0r0b/symmetric/bays29","-0.0194210522418762","92.7361179907481","-3.74898425795067","0.0427282177862176","48.8306251267051"
"gompertzModelpositive","ts0r0b/symmetric/berlin52","0.0571745641412945","88.1543357199682","-3.45307843813746","0.0236724531015568","165.949414429652"
"gompertzModelpositive","ts0r0b/symmetric/brazil58","0.0575748681186124","121.936207914944","-3.51977572722221","0.0223985237930839","142.182566865866"
"gompertzModelpositive","ts0r0b/symmetric/burma14","0.0041118190209899","2.56112169598088","-0.849953907333849","0.297700351439952","16.6986095711715"
"gompertzModelpositive","ts0r0b/symmetric/dantzig42","0.0356823918542585","106.266094420601","-3.50619479185","0.02879667960919","36.245352645697"
"gompertzModelpositive","ts0r0b/symmetric/eil51","0.016570848838972","89.6478873239437","-3.4554539987563","0.0231053533081892","13.9998169525756"
"gompertzModelpositive","ts0r0b/symmetric/eil76","-3.51092304396864","3.35260515460665","0.780113404153193","-0.0455611864954227","13.2578915378294"
"gompertzModelpositive","ts0r0b/symmetric/fri26","-2.54559053587644","2.43387465178726","0.682734565348949","-0.154171098425933","13.8682348105385"
"gompertzModelpositive","ts0r0b/symmetric/gr17","-0.000910029495307831","8.20654598570622","-1.65886300329548","0.16056009573996","31.3740374802379"
"gompertzModelpositive","ts0r0b/symmetric/gr21","-0.0229946607603482","55.2456594015515","-3.33429798429189","0.0607608849366405","123.776402260774"
"gompertzModelpositive","ts0r0b/symmetric/gr24","-0.000525342623022891","52.0047169811321","-3.28312574618417","0.0541629842324475","11.6847425626616"
"gompertzModelpositive","ts0r0b/symmetric/gr48","-0.00231469036203935","104.268727705113","-3.51831225068471","0.0229941864819772","29.1953440062775"
"gompertzModelpositive","ts0r0b/symmetric/gr96","0.0844804737336622","177.106993424985","-3.52898259506472","0.0115056770245434","39.9546450269461"
"gompertzModelpositive","ts0r0b/symmetric/hk48","0.0587174639702833","99.3473518890149","-3.50542864405681","0.0249307516099365","23.768685531478"
"gompertzModelpositive","ts0r0b/symmetric/pr76","0.0469610250063774","134.487837350567","-3.50347631780669","0.0141147065798662","32.1261886564334"
"gompertzModelpositive","ts0r0b/symmetric/st70","0.0454374275539361","137.6","-3.46888281627445","0.0164163774675717","30.7074670303668"
"gompertzModelpositive","ts0r0b/symmetric/swiss42","0.0109470288248105","83.8963079340141","-3.41130209857099","0.0262478269352413","14.218152399904"
"gompertzModelpositive","ts0r0b/symmetric/ulysses16","-0.000662998403752851","4.43967721882989","-1.42286522629944","0.1968372687707","37.4811228016475"
"gompertzModelpositive","ts0r0b/symmetric/ulysses22","-0.0135003383169262","42.8290317980893","-3.34915800843864","0.0666067593797215","30.1213473541755"
"gompertzModelpositive","ts0r0f/symmetric/att48","-0.197567089347818","10.5725634776275","-1.01665181349539","0.00776774888824864","35.3836736855891"
"gompertzModelpositive","ts0r0f/symmetric/bayg29","-0.461434089181349","6.42103391867201","-0.980301902552479","0.0125623036744555","13.5250630360375"
"gompertzModelpositive","ts0r0f/symmetric/bays29","0.0969189668344987","2.00998131053848","-0.183876475909582","0.0557686872797397","14.7464314187737"
"gompertzModelpositive","ts0r0f/symmetric/berlin52","-1.03761010158591","38.9663817813649","-2.27038909783502","0.00240707047234971","10.8008589036881"
"gompertzModelpositive","ts0r0f/symmetric/brazil58","-0.751049493559713","14.6073707293979","-1.16370754722508","0.00427895800770662","111.828176724737"
"gompertzModelpositive","ts0r0f/symmetric/burma14","0.0208195395573753","0.927951761737808","-0.114220791159911","0.226392321032318","9.37177098395037"
"gompertzModelpositive","ts0r0f/symmetric/dantzig42","-2.06506815473753","99.5448296720896","-2.91129299842877","0.0022588376695129","17.6074984273917"
"gompertzModelpositive","ts0r0f/symmetric/eil51","-0.000998824501366835","4.95128045904048","-0.576816489084906","0.0124396758505497","10.1222187959464"
"gompertzModelpositive","ts0r0f/symmetric/eil76","-1.26220601207355","24.5921266626029","-1.62309135117447","0.00226983586483165","13.5226689032722"
"gompertzModelpositive","ts0r0f/symmetric/fri26","-0.0904414948694558","4.03675754313795","-0.785998353802937","0.0235920536007602","4.92910439023214"
