"instance_file","model","a","b","c","d","residuals"
"CMAES/f1/DIM10-1","DCMP","-87.6934257531682","89.3994482656427","-0.000131621911926121","0.924235865889595","0.0143489170248784"
"CMAES/f1/DIM10-10","DCMP","-9.58130007631104","10.912353551073","-0.000148651187797422","1.2310685210707","0.0120498242012761"
"CMAES/f1/DIM10-11","DCMP","-81.530433408695","83.3761314703916","-8.91807257647929e-05","0.995855969823105","0.00773880066751052"
"CMAES/f1/DIM10-12","DCMP","-14.0216382498987","14.6274523492696","-1.29004756204183e-06","1.88801598882289","0.0420804157598163"
"CMAES/f1/DIM10-13","DCMP","-37.0259598809525","38.2453387147244","-3.61929584575427e-06","1.57690714013463","0.0178701785643676"
"CMAES/f1/DIM10-14","DCMP","-88.3712907764892","90.0088307276999","-3.10366228079595e-05","1.15061433685371","0.0256613800229482"
"CMAES/f1/DIM10-15","DCMP","-67.5614792701195","69.5034772737359","-0.000112252470171003","0.982575939084465","0.0117385917483088"
"CMAES/f1/DIM10-2","DCMP","-60.5411402172376","62.1724358416715","-1.83007936165128e-05","1.2755041649352","0.0448921221344064"
"CMAES/f1/DIM10-3","DCMP","-85.1300207438461","86.5492992792774","-7.20049593720131e-06","1.34826395235526","0.0161949045317139"
"CMAES/f1/DIM10-4","DCMP","-17.0870595792217","18.8192360306395","-0.000358589678410524","1.04690902972524","0.00327997203116928"
"CMAES/f1/DIM10-5","DCMP","-76.1976989174595","77.5100549381842","-1.9505329847597e-05","1.19820603397479","0.0190183939529318"
"CMAES/f1/DIM10-6","DCMP","-72.8140263762428","74.7367318474788","-0.000111347256565105","0.990648537781436","0.00790301062917101"
"CMAES/f1/DIM10-7","DCMP","-85.6069110878503","87.3873073731534","-9.31495531432068e-05","0.978331563414267","0.0185101487200422"
"CMAES/f1/DIM10-8","DCMP","-11.5497627923164","13.1801179468411","-0.000134398156597294","1.2712070749779","0.00642583097736051"
"CMAES/f1/DIM10-9","DCMP","-87.7133962011879","89.3499347414242","-7.65970918067e-05","1.00900441032106","0.0146443722838474"
"CMAES/f1/DIM2-1","DCMP","-41.2216969266999","41.5922622352926","-0.000117188438903306","1.37236319615902","0.181943813101771"
"CMAES/f1/DIM2-10","DCMP","-13.1201598226144","13.9796428794632","-0.0010359170149868","1.23408437735074","0.0505001830664122"
"CMAES/f1/DIM2-11","DCMP","-105.227509755934","9.03998306697844","2.51340206130456","-0.0105292578876233","1.04442191647256"
"CMAES/f1/DIM2-12","DCMP","-1.6326203851555","-326.38435155748","-45.5351225836919","-0.45634095229422","0.0805208133910472"
