"model","instance_file","a","b","c","d","residuals"
"1FlipHC/uf020-01/","logisticModelpositive","5.07823522941066","3.3079505306794","5.38000070003168","-3.70660460444246","70.3387107607925"
"1FlipHC/uf020-02/","logisticModelpositive","7.19016972118765","2.86322096034463","3.01128714474289","-1.91460079726043","38.0987183380337"
"1FlipHC/uf020-03/","logisticModelpositive","-776.467709658625","787.339431634529","2.79392955412099","-9.90304293915431","65.8812844920728"
"1FlipHC/uf020-04/","logisticModelpositive","6.18348736628241","6.87721285417752","1.13439421077995","-1.09762463434021","47.5232569627251"
"1FlipHC/uf020-05/","logisticModelpositive","10.8609620313501","30.8250142346507","23.951313185378","30.4240677779049","1e+06"
"1FlipHC/uf020-06/","logisticModelpositive","6.35496777182123","3.23051519657511","7.44240904474421","-14.909608623287","53.8894470183084"
"1FlipHC/uf020-07/","logisticModelpositive","7.30298134089722","795.76657319332","1.39376290800524","5.75299390314755","37.1962239116699"
"1FlipHC/uf020-08/","logisticModelpositive","-97.8324500377208","122.218074939746","0.147439145335172","-2.08379205579452","41.6080194650608"
"1FlipHC/uf020-09/","logisticModelpositive","-649.710958942902","661.503752732575","1.22207739667992","-7.18863274733033","41.41962595082"
"1FlipHC/uf020-10/","logisticModelpositive","-10.2671306800503","20.8748275192524","4.3519533780611","-8.3722549869135","58.6869991499068"
"1FlipHC/uf050-01/","logisticModelpositive","17.1947942107724","7.6153263553093","5.3358324658325","-9.1721796218357","117.033138499227"
"1FlipHC/uf050-02/","logisticModelpositive","-594.165327244746","627.64171683704","0.328292865681168","-4.65485710425317","86.7172246407744"
"1FlipHC/uf050-03/","logisticModelpositive","16.3804411752689","10.1832968665803","4.10573464397125","-8.59760759402385","123.404892753018"
"1FlipHC/uf050-04/","logisticModelpositive","-569.039475106519","599.946489547074","0.50478818994378","-5.29001025112948","102.365022475575"
"1FlipHC/uf050-05/","logisticModelpositive","-376.21164162728","404.819103708185","0.470962770082164","-4.78564217324354","93.374499941014"
"1FlipHC/uf050-06/","logisticModelpositive","17.2803564000072","9.42224381114602","2.68660373431872","-6.12862432518086","86.7862192934179"
"1FlipHC/uf050-07/","logisticModelpositive","9.81586941864263","17.1759179718436","1.35189109492481","-3.87310655603827","77.5198731205906"
"1FlipHC/uf050-08/","logisticModelpositive","18.9036870687075","6.42244775529387","10.2539215494451","-22.0482690187057","98.6895266510456"
"1FlipHC/uf050-09/","logisticModelpositive","14.7847871007333","11.0647887600934","1.95166643036646","-4.51663807392896","66.1178431866132"
"1FlipHC/uf050-10/","logisticModelpositive","17.941829142941","7.83884948742071","3.30369502027678","-6.35892325365957","121.04904907492"
"1FlipHC/uf075-01/","logisticModelpositive","-2.38976670054244","42.6470977069827","0.950370473903439","-3.94547119970098","127.639124929654"
"1FlipHC/uf075-02/","logisticModelpositive","16.7933358891658","23.3377852905796","1.38302072867373","-4.03198603940753","122.269880931455"
"1FlipHC/uf075-03/","logisticModelpositive","22.1081183256935","16.9036599814603","1.8571179304836","-5.26446887821361","130.805696352626"
"1FlipHC/uf075-04/","logisticModelpositive","-2341.40895892435","2378.39024208491","0.988151694940421","-8.48170196386457","136.984283404851"
"1FlipHC/uf075-05/","logisticModelpositive","24.746258638623","14.7663875332852","2.83533212900819","-7.25040593101364","248.819751532565"
"1FlipHC/uf075-06/","logisticModelpositive","22.7604406852532","14.6592547542367","1.58565259648773","-3.92279146655156","212.102457365967"
"1FlipHC/uf075-07/","logisticModelpositive","-2162.07477150662","2203.77505560863","0.437675949962987","-6.42848717562028","174.893909666562"
"1FlipHC/uf075-08/","logisticModelpositive","-61.5136357573549","104.476143062183","0.993226979390982","-5.04318640743997","123.437020539991"
"1FlipHC/uf075-09/","logisticModelpositive","-936.685950000298","977.079552054967","0.821022060366402","-6.95849631923223","121.922402678129"
"1FlipHC/uf075-10/","logisticModelpositive","22.7174581378708","17.7757898394205","1.37389264749417","-3.47209381456967","199.46991330947"
"1FlipHC/uf100-01/","logisticModelpositive","-47.9710107279025","103.281227635896","1.06083232100604","-5.36222645229903","137.364288369027"
"1FlipHC/uf100-02/","logisticModelpositive","-1358.94865319064","1413.46141394827","0.800840152651323","-7.18840064772571","176.685859778794"
"1FlipHC/uf100-03/","logisticModelpositive","-19.0820081957171","74.0382184308121","1.01638150331012","-4.70702732937593","117.464857427513"
"1FlipHC/uf100-04/","logisticModelpositive","9.52285350650195","43.9658977369554","0.986899629771148","-3.90452257657124","99.7082411918398"
"1FlipHC/uf100-05/","logisticModelpositive","-35.7591633858918","90.6287404887556","0.944459631241871","-4.65670987057741","249.260621842336"
"1FlipHC/uf100-06/","logisticModelpositive","-38.3099553608386","93.6837403206929","0.914521791714248","-4.59233807623177","147.028051874924"
"1FlipHC/uf100-07/","logisticModelpositive","-16.7446755973898","72.1659735009127","0.741255108666589","-3.67521394322506","182.370052291952"
"1FlipHC/uf100-08/","logisticModelpositive","-2047.07451949059","2099.90092595631","0.902595049394032","-7.97362794017826","317.246429012634"
"1FlipHC/uf100-09/","logisticModelpositive","19.0904003634224","35.7230862049869","1.41114063298366","-4.75986131633889","161.411065367069"
"1FlipHC/uf100-10/","logisticModelpositive","12.7782088984296","40.7295096144976","0.902145727283177","-3.46766414539621","255.197100613057"
"1FlipHC/uf125-01/","logisticModelpositive","0.0907214026132544","66.1622500503381","1.25031225710591","-5.56951668559911","130.775541985123"
