"algorithms_instances_names","10iter_4hiddensize_50maxiter"
"ts1e7r0f/symmetric/ulysses22",72.1987136055738
"ts1e7r0f/symmetric/ulysses16",68.8992129521449
"ts1e7r0f/symmetric/swiss42",196.912464212392
"ts1e7r0f/symmetric/st70",194.067542580496
"ts1e7r0f/symmetric/pr76",238.605132909535
"ts1e7r0f/symmetric/hk48",186.802480409035
"ts1e7r0f/symmetric/gr96",302.659208997444
"ts1e7r0f/symmetric/gr48",201.87660734803
"ts1e7r0f/symmetric/gr24",136.025309708633
"ts1e7r0f/symmetric/gr21",135.209525592371
"ts1e7r0f/symmetric/gr17",41.5361141857029
"ts1e7r0f/symmetric/fri26",97.6925483249813
"ts1e7r0f/symmetric/eil76",175.883449705007
"ts1e7r0f/symmetric/eil51",180.868260491892
"ts1e7r0f/symmetric/dantzig42",229.546944374191
"ts1e7r0f/symmetric/burma14",52.9290934021763
"ts1e7r0f/symmetric/brazil58",488.992043827791
"ts1e7r0f/symmetric/berlin52",161.979385351208
"ts1e7r0f/symmetric/bays29",111.521320077307
"ts1e7r0f/symmetric/bayg29",105.019172305779
"ts1e7r0f/symmetric/att48",229.799582636069
"ts1e7r0b/symmetric/ulysses22",4.61851826373757
"ts1e7r0b/symmetric/ulysses16",4.01116511486208
"ts1e7r0b/symmetric/swiss42",16.2875394425549
"ts1e7r0b/symmetric/st70",10.4110398308178
"ts1e7r0b/symmetric/pr76",13.2930949910232
"ts1e7r0b/symmetric/hk48",12.401930093395
"ts1e7r0b/symmetric/gr96",22.9642499619816
"ts1e7r0b/symmetric/gr48",13.5988536631238
"ts1e7r0b/symmetric/gr24",8.31389022382277
"ts1e7r0b/symmetric/gr21",10.1727333105712
"ts1e7r0b/symmetric/gr17",4.79750320807495
"ts1e7r0b/symmetric/fri26",10.3010046691707
"ts1e7r0b/symmetric/eil76",8.41871632621836
"ts1e7r0b/symmetric/eil51",6.67985896182869
"ts1e7r0b/symmetric/dantzig42",13.2685618220412
"ts1e7r0b/symmetric/burma14",5.58865948807509
"ts1e7r0b/symmetric/brazil58",19.7156323074257
"ts1e7r0b/symmetric/berlin52",17.7221489966714
"ts1e7r0b/symmetric/bays29",8.09887168652594
"ts1e7r0b/symmetric/bayg29",7.33396526915055
"ts1e7r0b/symmetric/att48",12.2517490132638
"ts10r10f/symmetric/ulysses22",55.6538117487986
"ts10r10f/symmetric/ulysses16",59.6171334810097
"ts10r10f/symmetric/swiss42",187.84548944863
"ts10r10f/symmetric/st70",146.292112294247
"ts10r10f/symmetric/pr76",213.458534914344
"ts10r10f/symmetric/hk48",221.38669345341
"ts10r10f/symmetric/gr96",255.440882610764
"ts10r10f/symmetric/gr48",129.12840957273
"ts10r10f/symmetric/gr24",110.568684765363
"ts10r10f/symmetric/gr21",161.636771952612
"ts10r10f/symmetric/gr17",72.9416014956648
"ts10r10f/symmetric/fri26",141.359565685013
"ts10r10f/symmetric/eil76",180.864455903872
"ts10r10f/symmetric/eil51",145.146645239782
"ts10r10f/symmetric/dantzig42",181.125162561305
"ts10r10f/symmetric/burma14",54.8972065332748
"ts10r10f/symmetric/brazil58",370.486643648683
"ts10r10f/symmetric/berlin52",139.370809625739
"ts10r10f/symmetric/bays29",170.501616224735
"ts10r10f/symmetric/bayg29",128.114340726067
"ts10r10f/symmetric/att48",197.371044589723
"ts10r10b/symmetric/ulysses22",7.44229835149632
"ts10r10b/symmetric/ulysses16",3.81617874906109
"ts10r10b/symmetric/swiss42",14.3844989035922
"ts10r10b/symmetric/st70",13.9575242289288
"ts10r10b/symmetric/pr76",15.5887324035389
"ts10r10b/symmetric/hk48",16.6214880877778
"ts10r10b/symmetric/gr96",17.7530384798424
"ts10r10b/symmetric/gr48",14.4598646131389
"ts10r10b/symmetric/gr24",8.34712578548525
"ts10r10b/symmetric/gr21",9.14272133899576
"ts10r10b/symmetric/gr17",3.88862867345846
"ts10r10b/symmetric/fri26",8.4541365699189
"ts10r10b/symmetric/eil76",9.71856949574878
"ts10r10b/symmetric/eil51",15.5461232783196
"ts10r10b/symmetric/dantzig42",10.7148998287424
"ts10r10b/symmetric/burma14",5.13347130340009
"ts10r10b/symmetric/brazil58",12.1497209736573
"ts10r10b/symmetric/berlin52",14.8543598750937
"ts10r10b/symmetric/bays29",5.55583121767114
"ts10r10b/symmetric/bayg29",6.87366102543487
"ts10r10b/symmetric/att48",8.89164272000931
"ts0r0f/symmetric/ulysses22",88.452844694965
