"algorithms_instances_names","10iter_4hiddensize_50maxiter"
"ts0r0f/symmetric/ulysses16",56.8639379807658
"ts0r0f/symmetric/swiss42",84.8215420963971
"ts0r0f/symmetric/st70",360.378855463488
"ts0r0f/symmetric/pr76",240.53010522419
"ts0r0f/symmetric/hk48",263.992072203581
"ts0r0f/symmetric/gr96",252.563736808043
"ts0r0f/symmetric/gr48",175.763634394415
"ts0r0f/symmetric/gr24",106.944193437669
"ts0r0f/symmetric/gr21",123.706770339243
"ts0r0f/symmetric/gr17",102.756502581639
"ts0r0f/symmetric/fri26",80.4710371475728
"ts0r0f/symmetric/eil76",211.790298563674
"ts0r0f/symmetric/eil51",221.745678705797
"ts0r0f/symmetric/dantzig42",153.453038971388
"ts0r0f/symmetric/burma14",78.8960850581293
"ts0r0f/symmetric/brazil58",305.500706932541
"ts0r0f/symmetric/berlin52",172.71259294684
"ts0r0f/symmetric/bays29",225.756033961813
"ts0r0f/symmetric/bayg29",85.2128554867482
"ts0r0f/symmetric/att48",248.408099561557
"ts0r0b/symmetric/ulysses22",6.0011831387298
"ts0r0b/symmetric/ulysses16",3.93068329704528
"ts0r0b/symmetric/swiss42",10.1244291532862
"ts0r0b/symmetric/st70",13.5748488336498
"ts0r0b/symmetric/pr76",20.3939600825739
"ts0r0b/symmetric/hk48",9.12662831888322
"ts0r0b/symmetric/gr96",17.6955801513341
"ts0r0b/symmetric/gr48",10.3688403058659
"ts0r0b/symmetric/gr24",4.80662319636915
"ts0r0b/symmetric/gr21",13.9118937105911
"ts0r0b/symmetric/gr17",4.46539221629265
"ts0r0b/symmetric/fri26",5.95029146010278
"ts0r0b/symmetric/eil76",9.23147456865069
"ts0r0b/symmetric/eil51",6.34206252606097
"ts0r0b/symmetric/dantzig42",7.57205626695663
"ts0r0b/symmetric/burma14",4.15901401567425
"ts0r0b/symmetric/brazil58",10.6132699689154
"ts0r0b/symmetric/berlin52",17.6066921340214
"ts0r0b/symmetric/bays29",8.69946737311597
"ts0r0b/symmetric/bayg29",7.21998210583843
"ts0r0b/symmetric/att48",7.94067148802791
