"algorithms_instances_names","20iter_2hiddensize_50maxiter","20iter_2hiddensize_100maxiter","20iter_2hiddensize_150maxiter","20iter_2hiddensize_200maxiter","20iter_2hiddensize_250maxiter"
"ts1e7r0f/symmetric/ulysses22",75.0015451237398,71.7406025117385,73.9757106106058,75.917594689816,82.9161315378821
"ts1e7r0f/symmetric/ulysses16",69.3482552600826,69.5296100413992,69.1155732978732,69.5322796159975,68.7043837771639
"ts1e7r0f/symmetric/swiss42",199.927146967518,206.218072018084,189.547797141002,211.69965944678,226.496481065902
"ts1e7r0f/symmetric/st70",187.642091743765,187.41113360072,1288.81435552172,179.4149625333,217.477240937644
"ts1e7r0f/symmetric/pr76",243.494798722192,236.820226216843,241.471649477792,241.4715935994,236.66121462279
"ts1e7r0f/symmetric/hk48",848.905662277644,195.443789725594,840.387859331416,183.785919664916,183.785919155349
"ts1e7r0f/symmetric/gr96",324.825872373766,315.259876736879,307.522635330014,307.392249152553,299.525718844542
"ts1e7r0f/symmetric/gr48",203.007127326676,197.646500046443,201.644575541814,766.950253214608,197.64649977518
"ts1e7r0f/symmetric/gr24",136.67696531416,135.888669508409,136.718709714863,136.148926201576,135.674090426126
"ts1e7r0f/symmetric/gr21",142.161594490644,244.769346515505,144.832731870094,136.036839265611,159.570659135164
"ts1e7r0f/symmetric/gr17",95.5421396592693,41.5901693114106,41.9127067848549,41.1824530365961,41.182451215083
"ts1e7r0f/symmetric/fri26",99.4097148559389,99.5711976521451,97.0178581910028,98.1761752065058,97.0178503119271
"ts1e7r0f/symmetric/eil76",185.032839607998,179.613460398254,178.425740887498,184.461095914823,172.390378568955
"ts1e7r0f/symmetric/eil51",184.598884834857,183.345129686661,183.345129918408,180.25468266902,180.253457258679
"ts1e7r0f/symmetric/dantzig42",233.544894943581,232.512128894229,230.318216186189,232.512073482379,228.121650643872
"ts1e7r0f/symmetric/burma14",53.3294419131598,53.075299165657,53.0673855101988,52.8851530547494,52.7684759352269
"ts1e7r0f/symmetric/brazil58",518.423193067825,1467.81173671984,1441.20961861348,1441.20943541558,484.188055747011
"ts1e7r0f/symmetric/berlin52",160.755781880356,160.384019023449,158.043496025521,153.987372042391,160.272697695866
"ts1e7r0f/symmetric/bays29",311.762499934193,112.223152134633,110.515678220011,112.977931562209,110.516409299924
"ts1e7r0f/symmetric/bayg29",107.264871365547,106.540540046723,104.852545078141,104.852545093248,104.852545094954
"ts1e7r0f/symmetric/att48",229.653314899581,233.344564305827,231.065282281731,230.791294342542,228.237776884826
"ts1e7r0b/symmetric/ulysses22",4.78711469454034,4.67668577960249,4.63219643541461,4.65491905375088,4.68300393328995
"ts1e7r0b/symmetric/ulysses16",4.13411707591762,4.02919755523323,3.99951869571205,3.98568196752955,3.95475657364093
"ts1e7r0b/symmetric/swiss42",18.0825609905844,92.2754991371648,16.1558863467488,17.0364103660243,16.2991008742743
"ts1e7r0b/symmetric/st70",197.405428476934,11.5455165820809,10.9492317614855,10.9854847764898,10.4337597104057
