"x","y"
1,2.28405914304119
3,1.60906638001393
5,1.26075404650637
11,1.21903827177448
12,0.7900121661877
17,0.245702283826241
73,0.0406762941317405
151,0.0244990523462228
153,0.0148092732498335
164,0.00821029433425259
181,0.00542836525465919
199,0.00361374758480498
207,0.00190733152245121
243,0.000452552413978933
268,0.000103001366826013
405,3.04150327043778e-05
418,1.47291686016313e-05
557,1.06906670960376e-05
565,4.77816266587473e-06
1530,3.2606102082332e-07
1676,2.11697211126648e-07
1709,1.5033271970366e-07
1747,2.2727787559471e-08
1815,1.50539260398112e-08
1834,2.49006940483196e-09
