"x","y"
1,3.48122008228578
2,3.3441699875357
159,3.13857480120896
229,2.9063103876193
389,2.78629038980132
452,2.58031437360249
627,2.24454838004558
734,2.17842654600996
844,1.99447267972919
1003,1.80613883525503
1110,1.59020621898873
1238,1.40612524364895
1326,1.21590499854689
1441,1.02308756232599
1548,0.845442049722179
1654,0.681584241487051
1817,0.519902673278388
1965,0.379328964486326
2021,0.298312653980583
2138,0.193320998640269
2271,0.127134571763643
2406,0.0952449679710051
2500,0.0580090394026886
2550,0.0294578932481869
2751,0.0248950530503195
2888,0.0159150929675566
2962,0.0103688010619265
3089,0.00646993225669035
3150,0.00431167867275102
3278,0.00261817567507808
3495,0.00169916650607705
3607,0.00108833847063726
3756,0.000659232699144793
3866,0.000426361840921216
4069,0.000264640963430947
18174,0.0001716141581501
40331,0.000104841085906742
40467,6.70688449158525e-05
40846,4.05185344587779e-05
41192,2.51781495126764e-05
41395,1.44163336227032e-05
41634,1.07864467341456e-05
41960,6.75350020617814e-06
42353,4.23897141563329e-06
42624,2.49425910734448e-06
43241,1.72171088220924e-06
90234,1.00378144544505e-06
90976,6.8088829840745e-07
91550,4.1220634142064e-07
92119,2.24320729633446e-07
92528,1.45452607215174e-07
93050,1.08492658688292e-07
93663,6.70226916662764e-08
94427,4.21022203924537e-08
95613,2.63030198679702e-08
110170,1.68616835577424e-08
111501,1.07350228306069e-08
111896,5.88882224136343e-09
112353,4.27683086620387e-09
