"x","y"
1,1.85189262322447
157,1.79637140097608
176,1.58810735575196
467,1.41478340583315
1962,1.21623306805984
1978,1.02373541947378
2133,0.862826558270298
2156,0.682801669142116
2227,0.542019060192081
2381,0.408870859223994
20801,0.281957808973774
49113,0.203205913233713
49568,0.142828402622383
49590,0.0959905319350753
49677,0.063872257218522
87167,0.0404300562942955
87213,0.02492449481501
87248,0.0168182509371196
87408,0.0104449487645633
87481,0.00681941643764068
87657,0.00431934402996917
87779,0.00267783298673268
87817,0.0017239202313789
88058,0.00108091942028417
88117,0.00063875978069865
88189,0.000429810783504617
88226,0.000271687664461795
88234,0.000172067593640564
88248,0.000108451731746872
88270,6.55039708950464e-05
88285,4.15510656285299e-05
88300,2.56771990470851e-05
88307,1.62256911727212e-05
88317,8.40867512353592e-06
88327,3.94354679228246e-06
