"x","y"
1,26.71151601
1,30.27642862
1,35.52227394
1,53.07398807
1,40.40787687
1,61.95857056
1,94.51927693
1,47.7148148
1,50.14983716
1,43.79114715
1,98.77882758
1,80.06156819
1,39.97041139
1,48.77729761
1,80.85847467
2,39.68614666
8,47.26594154
15,10.54058169
22,36.28779686
22,39.08586497
22,17.66943922
22,32.78463317
22,62.20847911
29,21.06515193
36,21.05804824
43,23.67759039
43,21.27535524
43,27.78938498
43,12.57343379
43,62.28971493
43,17.32991633
43,9.169192764
57,14.04675855
57,14.19444138
57,37.80502782
57,15.15862715
57,15.00384418
64,15.06453607
78,7.35016425
78,23.38639317
82,39.56848211
85,9.220683066
85,38.23875839
85,60.69573966
106,24.99792376
109,9.922271607
120,5.045475716
141,15.52646347
148,9.541176537
176,17.61645787
218,23.18732825
246,13.25137266
260,23.6980214
260,14.41401099
281,18.29765381
295,8.128116556
302,4.56155407
323,14.91599078
344,5.81087489
365,13.51699743
393,8.49538881
393,8.72995382
449,3.888400927
456,14.0576434
466,2.456257523
470,6.297052054
470,9.241256921
484,5.791155838
526,5.833765645
533,14.63600563
554,9.891249739
575,6.036819339
603,6.24179246
799,3.555505289
841,9.176488604
876,14.35937729
890,9.496527367
897,5.961397778
1051,9.776123479
1065,5.840243577
1195,3.980476968
1282,3.799955711
1352,6.060582246
1373,2.249773993
1408,3.744720723
1436,6.140950448
1548,8.16452053
1569,6.226700417
2052,5.209272246
2059,3.747374337
3340,3.676883992
3347,2.464886703
3446,2.510829197
3459,2.733998804
3462,2.44799874
5090,5.492833294
5728,1.537190289
5748,0.8187323345
6455,1.429322637
6469,0.4642309791
6602,3.700560772
7225,3.831107973
7253,2.120670834
8086,2.367190435
8107,1.531903781
8143,0.9964212529
8520,3.915243375
9269,1.967439369
9274,1.493305372
9276,0.8897385886
10571,3.726770722
12412,2.201169557
12433,1.167340856
12755,3.030733571
12762,1.755169275
12768,1.57114596
12797,0.9894045892
12881,0.4844971595
12884,0.3808623406
12888,0.008074805603
12895,0.0002112147484
12902,2.743950138e-05
12909,1.151581191e-05
12916,7.597975582e-10
12923,7.121059298e-11
13385,2.480004468
13413,1.277230685
13420,0.7466816356
13423,0.561683036
13432,0.3870291347
14316,0.7327228598
28491,2.434423671
28988,3.461829899
28995,2.348972165
29667,1.571784078
31704,1.993519652
42029,0.5368259218
42611,0.9878566041
49715,1.50547218
49722,0.6987543463
55679,1.066964858
56477,1.500577012
66431,0.773126773
66445,0.277264635
84617,0.5682917183
89531,0.623933083
90174,1.546582359
90497,0.2929270995
93689,0.8908855189
93696,0.4659060871
96034,1.435671965
