"model","instance_file","a","b","c","d","residuals"
"1FlipHC/uf020-01/","decayModelnegative","7.71709150264897","-7.44128986939391","-5.15894847683303","-0.86345173358449","158.388828170819"
"1FlipHC/uf020-01/","decayModelnegative","7.71709190027885","-7.44129033190582","-5.15894690260911","-0.863451651002227","158.388828171451"
"1FlipHC/uf020-02/","decayModelnegative","8.81391421381326","-8.4918779366198","-14.6230577491872","-1.165200093133","128.586406291328"
"1FlipHC/uf020-03/","decayModelnegative","10.7105315961732","-9.95951229750488","-6.86402155822746","-1.00038184740091","175.880337311718"
"1FlipHC/uf020-04/","decayModelnegative","10.6456186556902","-9.54589040092193","-14.714118118523","-1.36976470825584","192.125242961793"
"1FlipHC/uf020-05/","decayModelnegative","9.74877690565632","-9.29579228340885","-18.3470614702","-1.2057847240553","186.547683775524"
"1FlipHC/uf020-06/","decayModelnegative","9.55712244600062","-8.71604449672293","-15.4913101115892","-1.19373506057894","158.148693976625"
"1FlipHC/uf020-07/","decayModelnegative","9.1530009224054","-8.58100659925357","-9.57887344997879","-1.06270178234783","156.850820034405"
"1FlipHC/uf020-08/","decayModelnegative","10.547087897135","-10.0914097590217","-5.97456095537897","-0.962913683790778","114.013717970392"
"1FlipHC/uf020-09/","decayModelnegative","10.6688440921716","-9.83827156165432","-14.9006991419674","-1.2881769362904","109.381323351507"
"1FlipHC/uf020-10/","decayModelnegative","10.6216259129401","-10.0789337277495","-7.14804313112232","-1.12710648404004","175.613469705339"
"1FlipHC/uf050-01/","decayModelnegative","22.3284233935217","-21.7210449144468","-26.4968436492206","-1.0180798660639","367.582808132576"
"1FlipHC/uf050-02/","decayModelnegative","24.4860050101963","-23.6448261909251","-31.0726173863333","-1.08128462361656","310.84611938537"
"1FlipHC/uf050-03/","decayModelnegative","25.4800178923845","-25.5738600397753","-15.1811092494925","-0.905145366702397","485.538883622434"
"1FlipHC/uf050-04/","decayModelnegative","25.3660861230825","-24.6681476784592","-20.2416874817343","-0.94073285046737","313.988717421618"
"1FlipHC/uf050-05/","decayModelnegative","21.6962825693715","-21.416645379134","-55.8346180681885","-1.23905914401635","436.241916196575"
"1FlipHC/uf050-06/","decayModelnegative","24.5815499474526","-23.9260511825041","-33.8990672194285","-1.03874887026401","265.892147245944"
"1FlipHC/uf050-07/","decayModelnegative","24.8986196138096","-24.2269161059162","-25.8182168919813","-1.02049219515313","294.003053273224"
"1FlipHC/uf050-08/","decayModelnegative","24.9113360785839","-23.9450965097155","-20.3255573421813","-1.00232004052434","286.058006440557"
"1FlipHC/uf050-09/","decayModelnegative","23.6401623292509","-23.118172902591","-29.9541760572998","-1.04081594145893","321.695432530509"
"1FlipHC/uf050-10/","decayModelnegative","23.2616221376359","-22.5442984014608","-36.8560239870699","-1.10844112688236","440.741258405035"
"1FlipHC/uf075-01/","decayModelnegative","36.4019736918644","-35.6630229288569","-28.9329620407884","-0.916796604974395","497.206974873213"
"1FlipHC/uf075-02/","decayModelnegative","36.601516164634","-36.3706701847284","-25.1373089379063","-0.923824757333374","551.23234756716"
"1FlipHC/uf075-03/","decayModelnegative","37.6834656883686","-36.0662469601333","-20.7394878620433","-0.874288686442361","448.633160346"
"1FlipHC/uf075-04/","decayModelnegative","34.7433150014953","-33.5419585366622","-21.7347868115414","-0.869339564536877","441.591343777893"
"1FlipHC/uf075-05/","decayModelnegative","38.2780581043104","-37.2280494557272","-22.3952003658835","-0.921164558509962","587.733426204967"
"1FlipHC/uf075-06/","decayModelnegative","34.103772937029","-33.3951141217398","-25.8075650587","-0.894007883051705","454.590108565171"
"1FlipHC/uf075-07/","decayModelnegative","34.4605792110178","-33.4418925331751","-28.6346768445776","-0.899330809323673","464.117419563228"
"1FlipHC/uf075-08/","decayModelnegative","39.7570751507658","-38.6871593406802","-33.5600362922977","-1.01008319048021","538.591527051121"
"1FlipHC/uf075-09/","decayModelnegative","35.8193270242309","-35.639954438634","-53.5117462012962","-1.07801048880812","492.553395556185"
"1FlipHC/uf075-10/","decayModelnegative","35.0283196925161","-34.9308064851347","-55.6958026017859","-1.06510092160576","600.883611404363"
"1FlipHC/uf100-01/","decayModelnegative","51.9948058587535","-51.2388053861631","-31.9465810521639","-0.896942819577034","475.451531196163"
"1FlipHC/uf100-02/","decayModelnegative","49.8174159717396","-48.9687941061028","-32.0732314708926","-0.899359791311059","585.601242353289"
"1FlipHC/uf100-03/","decayModelnegative","50.6221889477839","-49.8559917905555","-29.4309231936015","-0.87115604327231","402.085849381895"
"1FlipHC/uf100-04/","decayModelnegative","48.4497272011185","-48.1802556802191","-31.9965926841844","-0.889539429909648","518.078804581563"
"1FlipHC/uf100-05/","decayModelnegative","48.7493252611687","-48.16001833231","-41.2587198978389","-0.927993231820982","865.704937845536"
