"instance_file","residuals"
"1FlipHC/uf020-01",34.8502313924191
"1FlipHC/uf020-02",37.6033019249926
"1FlipHC/uf020-03",28.5111047124729
"1FlipHC/uf020-04",32.142276303018
"1FlipHC/uf020-05",25.7057810196006
"1FlipHC/uf020-06",26.6146881401362
"1FlipHC/uf020-07",32.0821307906371
"1FlipHC/uf020-08",45.5748719585229
"1FlipHC/uf020-09",36.4589916017266
"1FlipHC/uf020-10",38.5247131182476
"1FlipHC/uf050-01",82.1951945505759
"1FlipHC/uf050-02",97.2550676762855
"1FlipHC/uf050-03",151.520464858482
"1FlipHC/uf050-04",97.2020401824398
"1FlipHC/uf050-05",116.371668937994
"1FlipHC/uf050-06",104.369103829452
"1FlipHC/uf050-07",108.70587346373
"1FlipHC/uf050-08",88.8537615733428
"1FlipHC/uf050-09",26.6242145521691
"1FlipHC/uf050-10",101.770762800989
"1FlipHC/uf075-01",101.167618847397
"1FlipHC/uf075-02",46.3901255570955
"1FlipHC/uf075-03",103.198333494872
"1FlipHC/uf075-04",86.6672996199957
"1FlipHC/uf075-05",28.8329557000928
"1FlipHC/uf075-06",148.390646676516
"1FlipHC/uf075-07",76.6460139951613
"1FlipHC/uf075-08",81.9418835091289
"1FlipHC/uf075-09",216.062252861338
"1FlipHC/uf075-10",213.85925938875
"1FlipHC/uf100-01",214.584581727871
"1FlipHC/uf100-02",31.2441937701471
"1FlipHC/uf100-03",245.904556782662
"1FlipHC/uf100-04",66.2296890750586
"1FlipHC/uf100-05",128.088282762611
"1FlipHC/uf100-06",270.366060899459
"1FlipHC/uf100-07",16.7899017394918
"1FlipHC/uf100-08",16.158380392502
"1FlipHC/uf100-09",217.537940332535
"1FlipHC/uf100-10",89.2455869821853
"1FlipHC/uf125-01",273.940421930074
"1FlipHC/uf125-02",182.273162050393
"1FlipHC/uf125-03",250.11503067305
"1FlipHC/uf125-04",192.016145941431
"1FlipHC/uf125-05",146.290872262346
"1FlipHC/uf125-06",215.523044903628
"1FlipHC/uf125-07",301.813290253977
"1FlipHC/uf125-08",297.233170914601
"1FlipHC/uf125-09",155.361317902499
"1FlipHC/uf125-10",141.910391681786
"1FlipHC/uf150-01",251.624801774945
"1FlipHC/uf150-02",324.547661495185
"1FlipHC/uf150-03",393.584315635034
"1FlipHC/uf150-04",72.1175293291885
"1FlipHC/uf150-05",62.4519429685643
"1FlipHC/uf150-06",121.578597151787
"1FlipHC/uf150-07",182.125804369019
"1FlipHC/uf150-08",396.367414342109
"1FlipHC/uf150-09",299.545892590237
"1FlipHC/uf150-10",320.417157281278
"1FlipHC/uf175-01",160.525991008793
"1FlipHC/uf175-02",167.933476025486
"1FlipHC/uf175-03",60.9847289021353
"1FlipHC/uf175-04",409.987503189074
"1FlipHC/uf175-05",232.151695080118
"1FlipHC/uf175-06",88.0545413058623
"1FlipHC/uf175-07",194.850277353137
"1FlipHC/uf175-08",566.156124118404
"1FlipHC/uf175-09",287.189714678168
"1FlipHC/uf175-10",222.058049582315
"1FlipHC/uf200-01",453.4975500326
